genepair	stat	globalCor	pval	nperm	globalCorMin	globalCorMax	fdr	sigCluster	startCor	branchpointCor	endCor
Bub3_Ccnb1	0.193305120272462	0.145702224589036	0.000203125	64000	0.0465507084951929	0.244314316801013	0.0714322916666667	8	0.404375958745771	0.172572424971919	-0.0240036948363695
Nudt19_Nup98	0.193772365670274	-0.0946034289195515	0.000212121212121212	66000	-0.192265477825668	0.00514157712489368	0.0734303977272727	2	0.074625616637766	0.121141319462986	-0.299730526869508
Igf2r_Tug1	0.19064239811388	0.0401145493911207	0.000222222222222222	63000	-0.0546457771396647	0.138961104587453	0.0734825870646766	8	0.335184561508212	0.125906204650818	-0.123866859449972
Pgk1_Spc25	0.192037031111848	-0.106988975822573	0.000222222222222222	63000	-0.205524209407425	-0.0155206721437126	0.0734825870646766	2	0.0220824353919037	0.0902626584511394	-0.32416792454933
Tax1bp3_Tubg1	0.191708623038827	-0.0589935018239347	0.000222222222222222	63000	-0.157363180159096	0.0399486407684308	0.0734825870646766	2	0.195936681475361	-0.042488845537371	-0.374009253280896
Rpa2_Slbp	0.1924429205338	0.138048165446411	0.000230769230769231	65000	0.0399486407684308	0.235745905025353	0.0751866515837104	8	0.44963345216223	0.190075452125584	-0.0450863027555197
Lpp_Ube2c	0.19002506275423	0.0451476410055441	0.000234375	64000	-0.0546457771396647	0.143002454882219	0.0752547554347826	5	0.481774421020693	0.0327110135292003	0.097877852062726
Apoa2_Mcm5	0.190906972216928	-0.0191653612479155	0.000238095238095238	63000	-0.114246373774635	0.0786104737636451	0.0753571428571429	1	-0.200451906654021	-0.237553559396828	0.165786147467736
Id2_Myc	0.189020160325535	-0.000818411864003695	0.000246153846153846	65000	-0.0973291715417416	0.0987481408163128	0.0757435897435897	2	0.183561394487227	0.0469403170553765	-0.443815079361137
Kif22_Lpp	0.188511618537276	0.00152975170953022	0.000246153846153846	65000	-0.0973291715417416	0.0987481408163128	0.0757435897435897	8	0.294689345113415	0.0922733279588355	-0.161038666817311
Bub3_Top2a	0.185878388107169	0.275839252036577	0.00026984126984127	63000	0.176663529892352	0.374511947717758	0.0786622807017544	8	0.638217765232547	0.301609846839711	0.149761277038167
Fth1_Sec61a1	0.188643661902633	-0.0139893302556901	0.000261538461538462	65000	-0.111574167161683	0.0846485581851611	0.0786622807017544	4	-0.244963159144327	0.00624959828563191	0.174305539187275
H3f3b_Rpa1	0.189275654243434	-0.0112711851529628	0.000265625	64000	-0.109647400888592	0.0846485581851611	0.0786622807017544	1	-0.103841966950058	-0.143392137093744	0.318676857984249
H3f3b_Xist	0.18805435360343	-0.0232339212635488	0.00026984126984127	63000	-0.123021155381288	0.0700259835165631	0.0786622807017544	1	-0.123744098904987	-0.183179952732101	0.236830557949273
Slbp_Ube2c	0.186832435844449	-0.170795947942503	0.000274193548387097	62000	-0.261433825075419	-0.071026205788179	0.0788929618768329	3	-0.46929824282986	-0.244337890079726	0.138837028375051
Bex1_Ube2c	0.187883660875315	0.053477172634371	0.000290322580645161	62000	-0.0447794263413421	0.152034845404614	0.0819756572541383	4	-0.206664118589655	-0.100801962011779	0.262262704666129
Gm15772_Znrf3	0.186346814122211	-0.130925402606691	0.000292307692307692	65000	-0.229292430644365	-0.034437435487342	0.0819756572541383	3	-0.448161543865254	-0.0941870975730647	0.23880884651535
H3f3b_Ivns1abp	0.186771109689851	-0.0253322501273026	0.000301587301587302	63000	-0.123021155381288	0.0700259835165631	0.0835208333333333	2	0.141672953119327	0.0733420150327234	-0.354258063341432
